"Date/Time","Lat","Lon"
"4/17/2014 20:46:00",40.7189,-73.9438
"4/17/2014 20:49:00",40.7704,-73.8652
"4/17/2014 20:50:00",40.7486,-73.9887
"4/17/2014 21:01:00",40.7513,-73.994
"4/17/2014 21:01:00",40.7479,-74.0038
"4/17/2014 21:16:00",40.763,-73.9795
"4/17/2014 21:44:00",40.7386,-74.0037
"4/17/2014 21:53:00",40.7542,-73.9778
"4/17/2014 22:17:00",40.7223,-73.987
"4/17/2014 22:43:00",40.7222,-73.9973
"4/17/2014 23:20:00",40.7295,-73.9859
"4/18/2014 0:42:00",40.7423,-74.0044
"4/18/2014 1:53:00",40.7413,-74.0023
"4/18/2014 4:35:00",40.7786,-73.9172
"4/18/2014 7:41:00",40.7778,-73.975
"4/18/2014 8:35:00",40.7849,-73.9828
"4/18/2014 9:36:00",40.7753,-73.9629
"4/18/2014 9:53:00",40.7195,-73.9975
"4/18/2014 10:40:00",40.7651,-73.9612
"4/18/2014 10:41:00",40.7436,-73.9771
"4/18/2014 10:55:00",40.749,-73.9872
"4/18/2014 12:00:00",40.729,-73.9956
"4/18/2014 14:06:00",40.7098,-74.0144
"4/18/2014 14:41:00",40.7572,-74.0011
"4/18/2014 17:04:00",40.7523,-73.9798
"4/18/2014 17:12:00",40.7368,-74.0338
"4/18/2014 17:32:00",40.7304,-74.0068
"4/18/2014 17:51:00",40.7579,-73.9663
"4/18/2014 18:54:00",40.7272,-73.9918
"4/18/2014 19:05:00",40.7381,-74
"4/18/2014 19:52:00",40.7881,-73.9541
"4/18/2014 20:30:00",40.7616,-73.9784
"4/18/2014 21:11:00",40.7111,-74.0172
"4/18/2014 22:10:00",40.7032,-73.932
"4/18/2014 22:27:00",40.6754,-73.9627
"4/18/2014 22:30:00",40.7424,-74.0365
"4/18/2014 22:41:00",40.7398,-74.0067
"4/19/2014 0:30:00",40.7186,-73.9604
"4/19/2014 1:11:00",40.743,-74.0062
"4/19/2014 8:45:00",40.7168,-73.9143
"4/19/2014 11:01:00",40.7309,-73.9837
"4/19/2014 14:05:00",40.7583,-73.9644
"4/19/2014 15:46:00",40.7382,-73.9966
"4/19/2014 16:14:00",40.7428,-74
"4/19/2014 17:14:00",40.7618,-73.9651
"4/19/2014 19:56:00",40.7243,-73.9932
"4/19/2014 20:28:00",40.7689,-73.9814
"4/19/2014 21:15:00",40.7049,-73.9334
"4/19/2014 21:29:00",40.6947,-74.1779
"4/19/2014 21:42:00",40.7907,-73.9724
"4/20/2014 1:21:00",40.7536,-73.9998
"4/20/2014 3:15:00",40.721,-73.9937
"4/20/2014 6:41:00",40.7759,-73.9833
"4/20/2014 11:58:00",40.7643,-73.9957
"4/20/2014 12:39:00",40.7676,-73.9693
"4/20/2014 14:44:00",40.7246,-73.9818
